"schoolName","state","link","item","extract"
"Brookfield High School","CT","https://www.brookfield.k12.ct.us/sites/brookfieldps/files/uploads/student_parent_handbook_2018-19.pdf","appropriate/inappropriate"," Clothing should be appropriate for school."
"Gateway High School","CO","https://gateway.aurorak12.org/wp-content/uploads/sites/252/2018/10/gateway_handbook_20182019.pdf","interfere with learning","In order to maintain a school environment which is safe and conducive to learning, all clothing must be appropriate so as not to disrupt the learning environment and not interfere with the health, safety and welfare of any person."
"Monte Vista High","CA","http://mvhs.schoolloop.com/file/1211910099348/1440916959896/5254516157795687111.pdf","appropriate/inappropriate"," All students and faculty are expected to be suitably groomed and to wear clothing that is neat, clean, and appropriate for school and for school events."
"Lodi High","WI","https://www.lodi.k12.wi.us/cms_files/resources/2018-19%20LHS%20Full%20PS%20Handbook.pdf","disruption/distraction"," Attire should not be offensive, obscene, disruptive, represent a gang, or endanger other student’s health or safety."
"New Prague Senior High","MN","http://www.npaschools.org/sites/default/files/images/94/18-19%20Student%20Handbook.pdf","disruption/distraction"," Clothing which is disruptive or displays improper language or graphics will be not allowed."
"Waconia Senior High","MN","https://www.isd110.org/sites/default/files/files/content/2018-19-handbook_2.pdf","respect/disrespect"," District 110 students are expected to maintain an appearance that is not distracting to teachers and other students, disrespectful to others, or disruptive to the educational environment."
"Byron Nelson High School","TX","https://www.nisdtx.org/common/pages/DisplayFile.aspx?itemId=16439757","safe/safety"," In order to maintain a safe and orderly environment, all students shall be required to meet the minimum expectations of the dress and grooming code."
"Marion l Steele High School","OH","https://www.amherstk12.org/uploaded/Documents/Steele/Resources/Handbook/2018_2019_MLS_Student_Handbook_Final.pdf","clean"," In general, dress and grooming should be appropriate and be governed by good sense, good taste, and cleanliness."
"Daniel Hand High School","CT","https://resources.finalsite.net/images/v1537382966/madison/a6ml3xn7reg13hd3su8j/DHHSHandbook18-19.pdf","health"," Furthermore, students should dress so that their clothing does not jeopardize the health or safety of the wearers or others, or cause distraction or disruption of the educational process as determined by the school administration."
"Macon Sr. High","MO","http://www.macon.k12.mo.us/UserFiles/Servers/Server_774010/File/District/High%20School/Handbook/2018-2019%20STUDENT%20HANDBOOK.pdf","health"," It is expected that student dress will not disrupt the educational process nor constitute a health or safety hazard or violate district policy."
"Glen Rose High School","TX","http://www.grisd.net/wp-content/uploads/2018/07/2018-2019-GRHS-Student-Handbook.pdf","appropriate/inappropriate"," Any item of clothing, hair style, or code issue that is a disruption or is deemed inappropriate by administration can be restricted."
"Laingsburg High School","MI","http://laingsburg.k12.mi.us/UserFiles/Servers/Server_453543/File/High%20School/18-19_hs-student-handbook.pdf","safe/safety"," In general, students should dress in such a manner that they do not violate any health or safety standards or disrupt the educational environment."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","safe/safety","  Inappropriate student appearance may cause substantial disruption to the school environment or  present a threat to the health and safety of students, employees and visitors on school grounds."
"North Eugene High School","OR","https://docs.google.com/viewerng/viewer?url=https://nehs.4j.lane.edu/wp-content/uploads/2018/10/NEHS-Parent-Student-Handbook-2018_19.pdf&hl=en_US","appropriate/inappropriate"," Students must be neat, clean, and appropriate for school In addition, no students’ clothing should be unduly revealing."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","clean"," Students are expected to adhere to reasonable levels of cleanliness and modesty."
"Thunder Ridge High School","KS","http://usd110.net/UserFiles/Servers/Server_3025288/File/HS%20Handbook%202018-2019.pdf","disruption/distraction"," Body piercing that is a distraction to the classroom setting is not acceptable."
"Geneva High Sch","AL","http://www.geneva.gch.schoolinsites.com/?PageName=%27Handbook%27","health"," Therefore, it is expected that teachers, administrators, and students dress in such a manner that will ensure the health and safety of the school."
"Powder River Co Dist High","MT","https://drive.google.com/file/d/1urOgF-WFZwT7YLUprraoMuBIkDCbW7uE/view","disruption/distraction"," Any form of dress which is considered contrary to good hygiene or which is distractive or disruptive in appearance and detrimental to the purpose or conduct of the school will not be permitted."
"Lathrop High","CA","http://www.mantecausd.net/home/showdocument?id=3534","clean"," The Board expects students to give proper attention to personal cleanliness and to wear clothes that are suitable for the school activities in which they participate."
"David Prouty High","MA","http://www.sebrsd.org/sites/sebrsd/files/file/file/2018-2019_student_handbook_.pdf","neat"," Students must be clean, neat and maintain a standard of decency in dress and appearance."
"Fontana A. B. Miller High","CA","http://www.fusdweb.com/sites/hs/fohi/Shared%20Documents/Student-Parent%20Handbook.pdf","appropriate/inappropriate"," Dress should be appropriate for normal school activities; it should reflect pride and respect."
"Hornell Senior High School","NY","http://www.hornellcityschools.com/uploadeddocs/studenthandbook.pdf","clean"," Every student should be clean and fully dressed."
"Affton High","MO","https://docs.google.com/document/d/1x5ze2QvH4FG3yu_F1FX9HCPJ17pjXVg5Vex__1Paq0U/edit","safe/safety","Students are to dress in a manner that does not jeopardize the child's health and safety, nor that of others; does not disrupt the teaching-learning process; does not create school disorder or is immodest."
"Colby Senior High","KS","http://www.colbyeagles.org/UserFiles/Servers/Server_5265764/File/ColbyPublicSchools/ParentInformation/18-19%20STUDENT%20PARENT%20HNDBK-FINAL.pdf","appropriate/inappropriate","We are proud of our students at CPS and want them to dress appropriately to reflect this pride."
"Griffin High School","GA","http://www.griffinhighschool.org/About/Dress-Code/index.html","clean","  Therefore, students’ dress should reflect neatness, cleanliness and should not distract or cause disruption in the educational process of school."
"Alonso High School","FL","https://www.sdhc.k12.fl.us/policymanual/detail/246","appropriate/inappropriate"," The definition of appropriate dress shall vary with the age of the student, the program of instruction, and the heating/cooling system of the building."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","modest/modesty"," Students are expected to adhere to reasonable levels of cleanliness and modesty."
"Ramon C. Cortines School of Visual and Performing Arts","CA","https://central-lausd-ca.schoolloop.com/file/1405064186706/1250946465815/76170478746144614161537852651246.pdf","modest/modesty"," Since school is a place of business and learning, students are expected to dress appropriately, modestly, and in good taste."
"Newberg Senior High School","OR","https://www.newberg.k12.or.us/sites/default/files/fileattachments/newberg_high_school/page/8185/newberghighschoolstudenthandbook2018-19.pdf","health"," Clothing shall not be worn that adversely affects the health or safety of students, is damaging to school facilities or is disruptive to the learning process."
"South Glens Falls Senior High School","NY","https://www.sgfcsd.org/2018-19-south-glens-falls-high-school-handbook/#Section-II","interfere with learning","  A student’s dress, grooming and appearance, including hair style/color, jewelry, make-up and nails, shall:  Be safe, appropriate and not disrupt or interfere with the educational process."
"Perry Central High School","MS","http://docs.wixstatic.com/ugd/06da0f_3105b0f4f4974b02bcfd400c609c49d4.pdf","appropriate/inappropriate","Students are expected to dress appropriately for school and to maintain daily personal hygiene."
"Thorp High","WI","https://www.thorp.k12.wi.us/uploaded/News_Items/H.S._2018-19_Handbook_(1).pdf","disruption/distraction"," Any form of student dress or hairstyle which is considered contrary to good hygiene habits or which is distractive or disruptive in appearance will not be permitted within the school."
"Aliso Niguel High","CA","http://anhs-capousd-ca.schoolloop.com/file/1528960945085/1374485022849/3315671160290658881.pdf","appropriate/inappropriate"," With the District’s policy as a basis, all schools have established a campus-appropriate dress standard."
"Sleepy Hollow High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.tufsd.org//cms/lib/NY02205629/Centricity/Domain/3167/Code+of+Conduct+Secondary+Plain+Language+Summary+2018.pdf","interfere with learning"," Be safe, appropriate and not disrupt or interfere with learning."
"Potosi High","WI","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/287873/Student_Handbook_4K-12_2018-2019.pdf","health","The dress and grooming of the Potosi Public Schools students shall contribute to the health and safety of the individual, promote an educational environment, and not disrupt the educational activities and processes of the school."
