"schoolName","state","link","item","extract"
"Simsbury High School","CT","https://www.simsbury.k12.ct.us/uploaded/SHS_Content/SHS_Student_Handbook.pdf","health","Students are encouraged to dress and groom themselves for the business of school, and refrain from wearing clothing that is not consistent with the education process, or that poses a health or safety threat to anyone, or could cause damage to the school facility."
"Pittsfield High School","NH","https://docs.google.com/document/d/1VjK_zdRyivwNWpMGTNHJsdfZ7QMowuhP24qjIPVyo4Y/edit","modest/modesty","As a community, we use manners and practice common courtesy and modesty."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","safe/safety"," The Board recognizes that student individual dress is primarily a parental responsibility that should reflect concern for health and safety of students, staff and others."
"Mahopac High School","NY","https://echalk-slate-prod.s3.amazonaws.com/private/schools/1830/site/fileLinks/49878972-307f-404e-80fd-bf747c5b16b9?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=1858363622&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22Student%2520Handbook%25202018-2019%2520doc%2520%25201.pdf%22&response-content-type=application%2Fpdf&Signature=4snQ7zJnjxTA1gOQ3J98AGAvqLk%3D","clean"," All students are expected to give proper attention to personal cleanliness and to dress appropriately."
"Hinton High School","OK","http://hintonschools.net/uploads/2018-hs-handbook.pdf","respect/disrespect","All students are expected to adhere to common practices of modesty, cleanliness and neatness; to dress in a respectful manner as to contribute to the academic atmosphere, not detract from it."
"Fountain Hills High School","AZ","https://drive.google.com/file/d/0B2tdn8HoGYhLMVFqbDBJazVKX1E/view","disruption/distraction","Student dress, personal appearance or conduct shall not disrupt nor distract from instructional procedures, school-sanctioned social functions or the disciplinary control of the teachers."
"Hornell Senior High School","NY","http://www.hornellcityschools.com/uploadeddocs/studenthandbook.pdf","safe/safety"," Attire should not be injurious to the health, safety, or welfare of our students; nor should one’s dress be disruptive to the educational process."
"Salida High School","CO","http://salidahigh.ss13.sharpschool.com/for_parents/dress_code","disruption/distraction","  The Board recognizes that students have a right to express themselves through dress and personal appearance: however, students shall not wear apparel that is deemed disruptive or potentially disruptive to the classroom environment or to the maintenance of a safe and orderly school."
"Luray High","VA","https://docs.google.com/document/d/1jgAFrRhk6S5W1FJAtfXh26sMQ0jkO0e_-spwgGDuflg/edit#heading=h.dn66xflpgz8o","interfere with learning"," The attire of any student may not interfere with, interrupt, or distract from orderly school activities."
"Niskayuna High School","NY","https://www.niskayunaschools.org/about-us/policies-forms/high-school-code-of-conduct/#Dress","disruption/distraction","  Be safe, appropriate, and not disrupt or interfere with the educational process."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","disruption/distraction"," When the dress of an individual student constitutes a health problem, is unsuitable for school wear, is a danger to any person, or causes a substantial and material disruption or substantial disturbance, the principal shall take appropriate action to correct the situation."
"Butler High School","OH","https://www.vbcsd.com/userfiles/453/my%20files/butler%20student%20handbook%202018-2019.pdf?id=552317","disruption/distraction"," Anything that can be considered a disruption, distraction, or a health and safety issue."
"Elkhorn Area High","WI","https://docs.google.com/document/d/1NhYUxLg11tCKIfjirpcNsSlR6Y-EhFLeD8tywr96oec/edit#heading=h.npj7dxr5dutd","appropriate/inappropriate","Apparel of inappropriate length, which distracts from the learning atmosphere, is not permitted."
"Oakdale High","MD","https://education.fcps.org/ohs/sites/ohs/files/2018-2019_Handbook_2.pdf","safe/safety","Students have the responsibility to dress and groom themselves in a manner that is safe, healthy, and non-disruptive to the classroom and school."
"North Douglas High School","OR","https://docs.wixstatic.com/ugd/b1bba2_34de547f444d4a3c8c98ac4e4b9865e5.pdf","safe/safety","The district's dress code is established to promote appropriate grooming and hygiene, prevent disruption and avoid safety hazards."
"Keystone High School","OH","https://campussuite-storage.s3.amazonaws.com/prod/1558539/e6993890-0b80-11e8-9faf-12e31b6c9d14/1793331/857a0f46-7429-11e8-8818-12cccf388932/file/KHS%20Student%20Handbook%202018-19.pdf","health"," Clothing which is determined to be detrimental to health and safety or disruptive to the academic atmosphere of the school will not be permitted."
"Salina High School","OK","http://s3.amazonaws.com/scschoolfiles/1104/salina_wildcats_school_handbook_2018-19.pdf","disruption/distraction"," Any dress or style that is provocative, disruptive, or extreme is not considered acceptable."
"Wayzata High","MN","https://drive.google.com/file/d/1y6f2jjx647fCNopuabd4lNnnyvTRpm4O/view","modest/modesty"," Appropriate clothing includes clothing that is reasonably modest, commonly decent, covers the body well and is appropriate for school."
"Dover High School","OK","http://s3.amazonaws.com/scschoolfiles/593/2018-2019_dover_hs_handbook1.pdf","disruption/distraction"," Standards of dress are provided so clothing does not distract from the educational process."
"Whitman Hanson Regional","MA","https://www.whrsd.org/uploaded/documents/District_Information/School_Handbooks/18-19_High_School_Handbook_Final.pdf","safe/safety"," They have the right to determine how the student will dress providing that attire is not destructive to school property, complies with requirements for health and safety, and does not cause disorder or disruption."
"Hornell Senior High School","NY","http://www.hornellcityschools.com/uploadeddocs/studenthandbook.pdf","appropriate/inappropriate"," Student’s dress shall be safe, appropriate and not disrupt or interfere with the educational process."
"Brookfield High","MO","http://www.hs.brookfield.k12.mo.us/UserFiles/Servers/Server_56335/File/Student%20Handbook/18-19%20Student%20Handbook.doc%20-%20Google%20Docs.pdf","disruption/distraction"," Any extremes in clothes, hairstyles, cosmetics, jewelry or appearance that may disrupt the normal operation of the school or adversely affect the safety or personal hygiene of any student will not be acceptable."
"Warrenton High School","OR","http://www.warrentonschools.com/sites/default/files/whs_files/2018-19_student_handbook_1.pdf","interfere with learning"," When unusual dress or lack of proper grooming disrupts or directly interferes with the learning process of the individual student, of other students, or of the learning climate of the school, discussion with the offending student and/or parents must be immediately undertaken."
"Joseph Case High","MA","https://docs.google.com/viewerng/viewer?url=https://www.swanseaschools.org//cms/lib/MA02202433/Centricity/Domain/149/Student+Handbook+2018-2019.pdf","safe/safety"," However, in the interest of maintaining the required school climate essential to meaningful teaching and learning, the principal may ban dress that is inappropriate due to health, safety and/or disruption to the educational process."
"Park Vista Community High School","FL","https://www.palmbeachschools.org/students/wp-content/uploads/sites/24/2018/08/FY19StudentFamilyHandbookv8-14-18.pdf","disruption/distraction","It is a fundamental function of the District to create and maintain a positive educational environment by devoting attention to learning, increasing school safety, encouraging good behavior and discipline, and minimizing disruptions and distractions."
"Fonda-Fultonville Senior High School","NY","https://www.fondafultonvilleschools.org/hs/student-dress-code/","disruption/distraction"," Standardized acceptable clothing for high school and middle school students includes skirts/shorts of an appropriate length as to not distract the learning environment."
"Carmel High School","NY","https://www.boarddocs.com/ny/carmel/Board.nsf/goto?open&id=89S24E768C3E","disruption/distraction","A student’s dress, grooming and appearance, including hair style/color, jewelry, make-up and nails, shall: Be safe, appropriate and not disrupt or interfere with the educational process."
"Salina High School","OK","http://s3.amazonaws.com/scschoolfiles/1104/salina_wildcats_school_handbook_2018-19.pdf","disruption/distraction","… are prohibited as they distract from pupil learning."
"West Seneca West Senior High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.wscschools.org//cms/lib/NY02205793/Centricity/Domain/2476/Student+Handbook+2018.doc","neat","All students are expected to be well groomed and neatly dressed at all times."
"Alonso High School","FL","https://www.sdhc.k12.fl.us/policymanual/detail/246","health","The dress and grooming of students shall be that which contributes to the health and safety of the individual and which is non-disruptive of the educational activities and processes of a school."
"Julian High","CA","https://drive.google.com/file/d/15CrNaE_ZopqaqlwyRDbUsC7Xc3npN2m6/view","disruption/distraction"," Students are expected to exercise good judgment regarding their attire and grooming so as not to disrupt the educational environment and to establish a healthy school climate."
