"schoolName","state","link","item","extract"
"Andrews High School","TX","https://drive.google.com/file/d/0B--FVrGjAXRmNGh6aDIzbHoxSnM/view","neat"," Sideburns shall be kept neatly trimmed so as not to extend below the bottom of the ear or to form a beard."
"Taft Union High","CA","https://www.taftunion.org/site/handlers/filedownload.ashx?moduleinstanceid=117&dataid=322&FileName=2018-19%20Student%20Handbook%20Eng-Sp.pdf","neat"," Daily attire need not be expensive to be attractive and entirely acceptable, but all students must wear clothing which is neat, clean and safe."
"Glen Ullin High School","ND","http://guhs.weebly.com/uploads/6/3/4/5/63450697/2018-2019_student-parent_handbook.pdf","neat"," It is the responsibility of the parents to see that their children are neat, clean and appropriately dressed as to the activity involved and respective age levels of students."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","neat"," Students shall observe modesty, appropriateness and neatness in clothing and personal appearance."
"Marion l Steele High School","OH","https://www.amherstk12.org/uploaded/Documents/Steele/Resources/Handbook/2018_2019_MLS_Student_Handbook_Final.pdf","neat"," The appearance code is as follows: 1) Clothing will be worn as it was designed to be worn, properly fitted, neat and clean."
"Reeds Spring High","MO","https://4.files.edl.io/e5d3/06/27/18/134717-900f3525-e387-41c9-bc74-d010d0c7f105.pdf","neat","Student Dress Policy 2651 The Board of Education expects student dress and grooming to be neat, clean and in keeping with community standards, so that each student may share in promoting a positive, healthy and safe atmosphere within the School District."
"Bonduel High","WI","https://www.bonduel.k12.wi.us/cms_files/resources/BHS%20Handbook%202018-2019%20Finalized%20For%20Print%20FINAL.pdf","neat"," Students are to be dressed in neat appearing and clean clothing."
"West Plains Sr. High","MO","https://www.zizzers.org/cms/lib/MO01001590/Centricity/Domain/180/HS%20Handbook%202018-19.pdf","neat","DRESS CODE All students are expected to come to school clean and neat in appearance."
"Almont High School","MI","http://www.almontschools.org/UserFiles/Servers/Server_4922/File/High%20School/Handbooks/2018-19%20HS%20Student%20Handbook-final%203.pdf","neat"," Student dress that is neat and clean contributes to a positive school environment."
"Bourne High School","MA","http://www.bourneps.org/userfiles/279/my%20files/handbooks/bhs%20student%20handbook%202018.2019%20(1).pdf?id=2315","neat"," We encourage students to dress in a neat and respectful manner that reflects the BPS core values: Be Safe, Be Responsible, Be Respectful."
"Washington High School","OK","http://www.washingtonpsok.com/pdfs/mshshandbook.pdf","neat"," All students are expected to dress and groom themselves neatly and within the standards of the community."
"Cameron High","MO","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/201085/2018-2019_CHS_Student_Handbook.pdf","neat","STUDENT DRESS CODE The Board of Education expects student dress and grooming to be neat, clean and in good taste so that each student may share in promoting a positive, healthy, and safe atmosphere within the school district."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","neat","DRESS AND GROOMING (All Grade Levels) Students have a responsibility to come to school and school events each day neatly groomed and dressed appropriately."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","neat","  Bare midriffs, bare backs,  thin straps (less  than  two fingers wide), racer back  tanks and excessively low cut clothing, along with  clothing made of see-through material are prohibited without proper clothing underneath."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","neat","  No sleeveless shirts for male  students unless a t-shirt is worn underneath."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","neat","  All facial hair must remain well-groomed and neatly trimmed."
"Strafford High","MO","https://www.straffordschools.net/userfiles/2/my%20files/strafford%20high%20school%20student%20handbook%202018%202019%202.pdf?id=6397","neat"," So many times in life, the cleanliness, neatness, and overall appearance of a person will determine his/her chances of getting that certain job or receiving the promotion that he/she really deserves."
"Quincy High School","WA","https://app.eduportal.com/share/126b2f36-27de-11e8-a092-00155d645900","neat"," Students are expected to be neat and clean at all times."
"John Stark Regional High School","NH","http://www.jsrhs.net/attachments/article/15/JSRHS%20Student%20Agenda%202018-19.pdf","neat"," Students are expected to dress neatly and appropriately while in attendance at regular classes or school activities."
"Thorp High","WI","https://www.thorp.k12.wi.us/uploaded/News_Items/H.S._2018-19_Handbook_(1).pdf","neat","Students attending Thorp High School will be expected to be well groomed and neatly dressed at all times."
"Housatonic Valley Regional High School","CT","http://www.hvrhs.org/wp-content/uploads/2018/08/studenthandbookweb1819_081418.pdf","neat","Students must be suitably dressed and maintain high standards of neatness and appropriateness; dress and appearance are crucial in maintaining a proper and healthful educational atmosphere."
"Northland Pines High","WI","https://www.npsd.k12.wi.us/NPHS/StudentHanbook.pdf","neat"," Clothes should be neat, modest, clean, and appropriate for school activities."
"Northland Pines High","WI","https://www.npsd.k12.wi.us/NPHS/StudentHanbook.pdf","neat"," If a student has a low cut top (top that dips down in front to expose the chest), they must wear another layer underneath."
"Salina High School","OK","http://s3.amazonaws.com/scschoolfiles/1104/salina_wildcats_school_handbook_2018-19.pdf","neat"," The school dress for all students should be neat, appropriate and acceptable for school wear."
"Salina High School","OK","http://s3.amazonaws.com/scschoolfiles/1104/salina_wildcats_school_handbook_2018-19.pdf","neat"," If the holes are above mid-thigh, then students must wear something underneath where no skin or under garments can be seen."
"Holcomb High","KS","http://www.usd363.com/vimages/shared/vnews/stories/4bb4055f09830/18-19%20HHS%20Handbook.pdf","neat"," No sleeveless shirts will be allowed unless a top with sleeves is worn underneath or over the sleeveless shirt."
"Littleton High School","MA","https://drive.google.com/file/d/0B630GjvtAlZ4RW5LU2hyMHlaOUU/view","neat"," Students are to dress neatly, cleanly, and appropriately while in attendance."
"North Eugene High School","OR","https://docs.google.com/viewerng/viewer?url=https://nehs.4j.lane.edu/wp-content/uploads/2018/10/NEHS-Parent-Student-Handbook-2018_19.pdf&hl=en_US","neat"," Students must be neat, clean, and appropriate for school In addition, no students’ clothing should be unduly revealing."
"Plevna High School","MT","https://docs.google.com/document/d/1p41iwX-KodtqXsVwlmKtezvPRG_C9RmrzBRSkbkntaE/edit","neat"," Do not wear clothing advertising alcohol, tobacco, or drugs Tank tops must have a 1” straps, skirts and shorts must be mid-thigh, no halter tops or tube tops, cutoffs or other immodest clothing (no showing of undergarments) , OR any apparel that creates a disturbance or interference to the educational environment Students shall be dressed and groomed in a manner that is clean and neat and that will not be a health or safety hazard to themselves or others."
"Red Hook Senior High School","NY","https://www.redhookcentralschools.org/cms/lib/NY01000233/Centricity/Domain/458/WEB%202018-2019%20RHHS%20Student%20Handbook.pdf","neat"," We believe that a neat appearance signals both a sense of personal dignity as well as a respect for our community of learners."
"Peabody Veterans Memorial High","MA","https://peabody.k12.ma.us/wp-content/uploads/2018/09/PVMHS-FINAL-HANDBOOK-ENGLISH-18.19.pdf","neat"," This includes clothing that is clean, neat and in good taste."
"West Seneca West Senior High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.wscschools.org//cms/lib/NY02205793/Centricity/Domain/2476/Student+Handbook+2018.doc","neat","All students are expected to be well groomed and neatly dressed at all times."
"Marlin High School","TX","https://www.marlinisd.org/UserFiles/Servers/Server_149374/File/Marlin/High%20School/MHS%20Dress%20Code%202018-19.docx.pdf","neat"," Students should come to school looking clean, neat and ready to learn."
"Marlin High School","TX","https://www.marlinisd.org/UserFiles/Servers/Server_149374/File/Marlin/High%20School/MHS%20Dress%20Code%202018-19.docx.pdf","neat"," Tights/leggings underneath do not make these pants or shorts acceptable."
"Marlin High School","TX","https://www.marlinisd.org/UserFiles/Servers/Server_149374/File/Marlin/High%20School/MHS%20Dress%20Code%202018-19.docx.pdf","neat"," Tights worn underneath a dress that does not meet dress code regulations, do not make the dress appropriate."
"Hardin-Jefferson High School","TX","http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf","neat"," Students and parents may determine a student's personal dress and grooming standards, provided that they comply with the following policies: Students shall come to school looking clean and neat, wearing clothing and exhibiting grooming that will NOT be a health and safety hazard to the other students."
"Hardin-Jefferson High School","TX","http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf","neat"," • Hair must be neat, clean and NOT cover the eyes."
"Hardin-Jefferson High School","TX","http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf","neat"," • Shorts, pants or jeans may not have holes of any kind, including strings or frays, regardless if shorts are underneath."
"Hardin-Jefferson High School","TX","http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf","neat"," • Hair must be neat, clean and NOT cover the eyes."
"Hardin-Jefferson High School","TX","http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf","neat"," • Shorts, pants, jeans, skirts or dresses may not have holes of any kind, including strings or frays, regardless if shorts or leggings are underneath."
"Menomonie High","WI","http://menomoniehs.ss7.sharpschool.com/UserFiles/Servers/Server_384530/Image/2018-2019%20Agenda%20Book%205x8.pdf","neat"," Because appearance, proper behavior, and academic progress are individually and collectively important in the school community, students attending school should always appear neat, clean, and well groomed."
"Sequoyah High School","OK","http://www.sequoyaheagles.net/pages/uploaded_files/handbook%20-%20sequoyah%20secondary%202018-2019.pdf","neat","Students should endeavor to be neat, well-groomed and dressed in a manner appropriate and credible to our school."
"Sequoyah High School","OK","http://www.sequoyaheagles.net/pages/uploaded_files/handbook%20-%20sequoyah%20secondary%202018-2019.pdf","neat"," All apparel must be clean, neat and not revealing to the extent that it could be described as indecent for school wear (no bare midriffs, stomach must be covered)."
"East High","UT","http://east.slcschools.org/students/documents/East-High-School-Student-Handbook.pdf","respect/disrespect","Students, teachers, and staff are expected to dress in a manner that demonstrates they respect themselves and the learning environment."
"Glasgow High School","MT","https://docs.google.com/document/d/1P--KR2mxrlH2Acu9CM0G-1W-ZkYjWFttg5pcSkV5i1Y/edit","respect/disrespect","Students should maintain a tradition of dressing neatly, respectfully, and attractively during school hours and at school functions."
"Belton High School","TX","https://www.bisd.net/HShandbook","respect/disrespect","The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teach respect for authority."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","respect/disrespect","Northbridge High School respects individual rights of expression; however each student is expected to dress responsibly to uphold the standards of the school environment."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","respect/disrespect"," With this in mind, in an effort to create a safe environment, appropriate dress should be worn for both the school day and all events that are sponsored by the school: Students are expected to exercise good judgment in their style of dress as well as demonstrate respect for those around them."
"Hinton High School","OK","http://hintonschools.net/uploads/2018-hs-handbook.pdf","respect/disrespect","All students are expected to adhere to common practices of modesty, cleanliness and neatness; to dress in a respectful manner as to contribute to the academic atmosphere, not detract from it."
"Lawson High","MO","https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf","respect/disrespect"," Clothing worn should conform to a standard of dress which reflects respect for the institution and educational environment and should in no way be provocative or disruptive."
"Elgin High School","OK","http://elginhs.sharpschool.net/UserFiles/Servers/Server_938022/File/Lorah/ElginHandbook2018-2019.pdf","respect/disrespect","Dress regulations for students in Elgin High School are based on personal cleanliness and respect for others."
"Granbury High School","TX","https://www.granburyisd.org/Page/697","respect/disrespect"," The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teaches respect for authority."
"Weatherford High School","TX","https://4.files.edl.io/834f/07/16/18/202519-9427696d-edc1-4e19-849d-b62b4d0298cf.pdf","respect/disrespect","Philosophy All students are expected to adhere to common practices of modesty, cleanliness, and neatness; to dress in a respectful manner within the acceptable standards of the community and in such a manner as to contribute to the academic atmosphere, not detract from it."
"Westhill High School","CT","https://www.stamfordpublicschools.org/sites/stamfordps/files/uploads/2018-2019_student_handbook_0.pdf","respect/disrespect","The Board of Education encourages students to dress in a manner that reflects pride in and respect for themselves, their school, and their community."
"Nevada High School","IA","https://www.nevadacubs.org/wp-content/uploads/2018/07/18-19NHSHandbookFinal.pdf","respect/disrespect","All students will be expected to dress in a clean and respectable manner."
"Nevada High School","IA","https://www.nevadacubs.org/wp-content/uploads/2018/07/18-19NHSHandbookFinal.pdf","respect/disrespect"," We will try to be respectful of your tastes as long as you do not abuse the privilege by drawing attention to yourself."
"Wausaukee High","WI","http://wausaukee-wi.schoolloop.com/file/1288431129414/1404531266365/2589608347096876926.pdf","respect/disrespect"," Students are encouraged to ask themselves the following questions when choosing what to wear to school: ● Does my outfit promote modesty and respectability? ● Does my choice of clothing make those around me uncomfortable? ● Does my clothing expose too much? ● Does my clothing advertise something that is prohibited to minors? ● Are there obscene, profane, drug-related, gang-related, or inflammatory messages on my clothing? ● Am I dressed appropriately for the weather? With the mixed messages in the media today, it is sometimes difficult for students to objectively judge the appropriateness of clothing items."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","respect/disrespect"," They attend public schools to learn – not only academic and technical subjects, but tolerance and respect, as well."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","respect/disrespect"," Respectful dress standards are based upon both the school’s desire to enhance the learning process and the student’s need to develop respect for others."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","respect/disrespect"," Students shall dress in a respectful manner, in order to: Promote the health, safety and dignity of all students; Help preserve school property (beyond normal wear and tear); Strike a balance between absolute freedom of expression and the community’s sense of morality (common courtesy, tolerance, respect, and understanding among all people, without exception); Discourage disruptions to the teaching and learning process."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","respect/disrespect"," it (through word or design) suggests intolerance or lack of respect to others, (on the basis of gender, race, religion, sexual orientation, ethnicity, and/or social or economic background); 4."
"Laurel High School","MT","http://www.laurel.k12.mt.us/docs/district/forms/2018-2019%20lhs%20handbook-final.pdf?id=1426","respect/disrespect","Clothing is to reflect respect for the district policies regarding sexual harassment, intimidation, and safety, as well as school position and philosophy promoting an atmosphere of tolerance."
"Wayzata High","MN","https://drive.google.com/file/d/1y6f2jjx647fCNopuabd4lNnnyvTRpm4O/view","respect/disrespect","The purpose of a dress code is to maintain a safe, respectful and professional learning environment and to ensure all students are treated equitably regardless of gender, gender identification, sexual orientation, race, ethnicity, cultural observance, body type/size, household income, religion, and personal style."
"Sheridan High School","WY","https://scsd2.com/download/sheridan-high-school-student-handbook/","respect/disrespect","Student dress needs to convey respect for self and others."
"Nex Gen Academy","NM","https://drive.google.com/file/d/1mNpndUGv9XN6tSrkTjhBu376uKTS0MV8/view","respect/disrespect"," While expectations for dress in a school are generally more casual than the workplace, student dress should communicate a respect for the educational setting and an understanding that for teens, this is their “workplace”."
"Nex Gen Academy","NM","https://drive.google.com/file/d/1mNpndUGv9XN6tSrkTjhBu376uKTS0MV8/view","respect/disrespect"," ● No clothing representing drugs, weapons, alcohol, disrespect, vulgar language or bigotry."
"Lander Valley High School","WY","http://www.landerschools.org/wp-content/StudentHandbooks/Handbooks_LVHS.pdf","respect/disrespect"," Students are responsible to honor the following expectations and demonstrate respect for themselves and others by wearing appropriate clothing."
"Jackson Hole High School","WY","https://docs.google.com/document/d/1fWCWkQY78FoQRNh7fgp4YFZSCbcyT4QIsmVjI1Nzi0U/edit","respect/disrespect","A dress code is about having respect for yourself, the staff, and your peers at school."
"Jackson Hole High School","WY","https://docs.google.com/document/d/1fWCWkQY78FoQRNh7fgp4YFZSCbcyT4QIsmVjI1Nzi0U/edit","respect/disrespect"," The dress code is not in place to shame students for how they dress, but to create a respectful learning environment for all present."
"Turpin High School","OK","https://docs.wixstatic.com/ugd/78716d_0ed9e6b701f54e2bb8415ee8a1fbf98a.pdf","respect/disrespect"," The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards and teach respect for authority."
"Piedmont High School","OK","http://piedmontschools.ss19.sharpschool.com/UserFiles/Servers/Server_74143/File/PHS%20Student%20Handbook%20%202018-19.pdf","respect/disrespect"," Apparel worn at school will be chosen to reflect good taste, modesty, and respect for yourself and others in our school."
"Pittsfield High School","NH","https://docs.google.com/document/d/1VjK_zdRyivwNWpMGTNHJsdfZ7QMowuhP24qjIPVyo4Y/edit","respect/disrespect"," Everyone should dress in a way that is respectful to themselves and others and is appropriate and not disruptive to the learning environment."
"Tarkington High School","TX","https://s3.amazonaws.com/scschoolfiles/566/2018-19_student_handbook__code_of_conduct_1.pdf","respect/disrespect"," This dress code has been established to:  Reflect the high standards of the community, adhering to good taste, modesty, and dignity;  Create an atmosphere of respect for authority, safety, and good personal hygiene/grooming;  Promote consistent standards of dress and grooming; and  Reflect a sense of pride in self, one’s academic achievements, one’s school, and the District."
"Tarkington High School","TX","https://s3.amazonaws.com/scschoolfiles/566/2018-19_student_handbook__code_of_conduct_1.pdf","respect/disrespect"," All flags or facsimiles thereof may not be attached on a garment/jewelry/item in a disrespectful manner."
"Azle High School","TX","https://www.azleisd.net/cms/lib6/TX01917633/Centricity/domain/4/parents/2018-2019/PAR180803AHS18-19StudentHandbook.pdf","respect/disrespect","The district’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teach respect for authority."
"Luray High","VA","https://docs.google.com/document/d/1jgAFrRhk6S5W1FJAtfXh26sMQ0jkO0e_-spwgGDuflg/edit#heading=h.dn66xflpgz8o","respect/disrespect","Students are expected to dress in a manner consistent with recognition that they have the responsibility to help foster a learning environment promoting health and safety, respect, pride, cohesiveness, as well as of positive regard for discipline and authority."
"Fontana High","CA","http://www.fusdweb.com/sites/hs/abmiller/Shared%20Documents/Student%20Handbook.pdf","respect/disrespect"," Dress should be appropriate for normal school activities; it should reflect pride and respect."
"Athens High","WI","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/196227/18-19_hs_handbook.pdf","respect/disrespect"," It is our intent that all students have respect for themselves in what they wear to school and extend that respect of appropriate clothing to all other persons in a public setting."
"Byron Nelson High School","TX","https://www.nisdtx.org/common/pages/DisplayFile.aspx?itemId=16439757","respect/disrespect"," This dress code is established to teach grooming and hygiene, reduce loss of personal property, and teach respect for authority."
"Sinton High School","TX","http://www.sintonisd.net/wp/wp-content/uploads/2018/07/2018-2019-SHB.pdf","respect/disrespect","  The District's dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teach respect for authority."
"Eastern High School","MI","https://www.fhps.net/documents/fhps-high-school-student-handbook.pdf/","respect/disrespect"," It is incumbent upon school personnel as well as parents/guardians to so instruct students in this respect."
"Thunder Ridge High School","KS","http://usd110.net/UserFiles/Servers/Server_3025288/File/HS%20Handbook%202018-2019.pdf","respect/disrespect"," It is the  43 responsibility of the students and parents to maintain a healthy and respectful looking appearance while attending school and school activities."
"Brindlee Mt High Sch","AL","http://www.marshallk12.org/common/pages/DisplayFile.aspx?itemId=15209319","respect/disrespect","All students are expected to dress in a manner which reflects self-respect and decency that is appropriate for school."
"Weston High","MA","http://www.westonschools.org/high/wp-content/uploads/sites/4/2018/09/Handbook-18-19-.pdf","respect/disrespect","Weston High School is a community that respects learning and learners."
"Weston High","MA","http://www.westonschools.org/high/wp-content/uploads/sites/4/2018/09/Handbook-18-19-.pdf","respect/disrespect"," Respect is conveyed through behavior and appearance and, to that end, we believe it is necessary to outline reasonable guidelines on respectable dress."
"Weston High","MA","http://www.westonschools.org/high/wp-content/uploads/sites/4/2018/09/Handbook-18-19-.pdf","respect/disrespect"," In these cases, we hope that the person respects the environment and that he or she makes better choices in the future."
"Waconia Senior High","MN","https://www.isd110.org/sites/default/files/files/content/2018-19-handbook_2.pdf","respect/disrespect"," District 110 students are expected to maintain an appearance that is not distracting to teachers and other students, disrespectful to others, or disruptive to the educational environment."
"Wharton High School","TX","http://www.whartonisd.net/upload/page/0078/Wharton%20ISD%20Student%20Handbook%20-%202018-19%20school%20year.pdf","respect/disrespect"," Dress and Personal Appearance: Wharton JH/HS has a dress and grooming code that is established to teach grooming and hygiene, prevent disruptions, avoid safety hazards and teach respect for oneself and others."
"Cedar Grove-Belgium High","WI","http://www.cedargrovebelgium.k12.wi.us/userfiles/111/my%20files/parent%2fstudent%20handbook%202018-2019.pdf?id=3686","respect/disrespect","Dress code rationale: To promote a professional and respectful learning environment and readiness for the world of work."
"Spaulding Uhsd #41","VT","http://shsu61.org/joomla/images/pdfs/StudentHandbook2018-2019.pdf","respect/disrespect","In order to facilitate our core values, beliefs, and learning expectations, Spaulding believes that student’s attire should be respectful of themselves and others."
"Irondequoit High School","NY","https://www.westirondequoit.org/UserFiles/Servers/Server_228510/File/Forms_Documents/CodeofConduct.pdf","respect/disrespect"," With respect to students, as long as an individual’s apparel meets the above requirements, no student shall be prevented from attending school or a school function, or otherwise be discriminated against."
"Irondequoit High School","NY","https://www.westirondequoit.org/UserFiles/Servers/Server_228510/File/Forms_Documents/CodeofConduct.pdf","respect/disrespect"," Beyond these requirements, the Board of Education expects the cooperation of students, parents, and all individuals within the school community to make thoughtful choices regarding dress which conveys sensitivity and respect toward other people and toward the school and its purposes."
"Hilldale High School","OK","http://www.hilldale.k12.ok.us/vimages/shared/vnews/stories/5603fe22e3854/High%20School%20Handbook%20%202018-2019.pdf","respect/disrespect"," With the cooperation of students, parents, faculty, and everyone concerned, we can maintain a degree of self respect profitable to all: 1."
"Plainwell High School","MI","http://www.plainwellschools.org/userfiles/23/my%20files/final%20%202018-19%20student%20handbook.docx.pdf?id=792","respect/disrespect","We encourage students (males and females) to dress in a modest and respectful manner while still being able to express your individualism."
"Palacios High School","TX","https://drive.google.com/file/d/0B7v8SBym9IfFRUxKa2Z3SG4xUWM/view","respect/disrespect","The district dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teach respect for authority."
"Omro High","WI","https://docs.google.com/document/d/1NgAC1rnmvP8LW7qfOJWYKTfG05TKH_mLBVf9U-cxyL4/edit?ts=5b6db905","respect/disrespect","OHS strives to provide a safe, respectful, professional learning environment, and therefore we expect students and staff to adhere by the following clothing expectations:  Clothing may not have hems, waistlines, necklines, holes, or tears that expose the student inappropriately."
"Fontana A. B. Miller High","CA","http://www.fusdweb.com/sites/hs/fohi/Shared%20Documents/Student-Parent%20Handbook.pdf","respect/disrespect"," Dress should be appropriate for normal school activities; it should reflect pride and respect."
"Chanhassen High School","MN","http://cns.district112.org/wp-content/uploads/sites/6/2018/08/StudentHandbook.docx-Google-Docs.pdf","respect/disrespect"," District 112 students are expected to maintain an appearance that is not distracting to teachers or other students, disrespectful to others, or disruptive to the educational process."
"Clear Brook High School","TX","http://ccisd.ss8.sharpschool.com/UserFiles/Servers/Server_645402/Image/Departments/Policy%20Legal%20Affairs/2018-2019%20Student%20Handbook_Revised%207-28-18_FINAL.pdf","respect/disrespect","The Clear Creek ISD Dress Code is established to teach grooming, hygiene, instill discipline and modesty, prevent disruption, avoid safety hazards, teach respect for authority, and prepare our students for the future."
"Aps Online School","CO","https://avenues.aurorak12.org/parents-students/handbook/","respect/disrespect","APS Avenues maintains the right to ask students to change clothing that may interrupt, be offensive, or show a lack of respect for the culture."
"Senior High School","OK","https://s3.amazonaws.com/scschoolfiles/633/ecphs_handbook1819final.pdf","respect/disrespect","Dress regulations for students at Elmore City-Pernell Schools are based on personal cleanliness and respect of others."
"Edison Senior High","MN","http://edison.mpls.k12.mn.us/uploads/2019_tehs_student_handbook_3.pdf","respect/disrespect"," Students at Thomas Edison High School are expected to present themselves in a manner that is respectful and appropriate."
"Edison Senior High","MN","http://edison.mpls.k12.mn.us/uploads/2019_tehs_student_handbook_3.pdf","respect/disrespect"," Any clothing or accessories that include words or artwork which are vulgar, sexually suggestive, discriminatory, profane, promotes violence, or encourages disrespect may not be worn."
"Laker High School","MI","https://lakerschools.org/wp-content/uploads/2018/10/STUDENT-HANDBOOK-2018-2019.pdf","respect/disrespect"," To prepare for these roles, students must dress and present themselves to others in an appropriate manner that reflects self-respect."
"Plymouth High","WI","http://www.plymouth.k12.wi.us/Schools/PHS/images/orangeguide.pdf","respect/disrespect"," Students are advised to dress for respect."
"Henry J. Kaiser High","CA","http://www.fusdweb.com/sites/hs/Kaiser/Shared%20Documents/Student%20Handbook.pdf","respect/disrespect"," Dress should be appropriate for normal school day activities; it should reflect pride, respect, and decency."
"California High","MO","https://docs.google.com/document/d/1r9k6kmYmX7jAh_Hb0gIDSHfgfSadrkpXc6fjibDWxKc/edit#heading=h.4iylrwe","respect/disrespect"," All clothing must be at a respectable length."
"California High","MO","https://docs.google.com/document/d/1r9k6kmYmX7jAh_Hb0gIDSHfgfSadrkpXc6fjibDWxKc/edit#heading=h.4iylrwe","respect/disrespect"," All clothing must be at a respectable length."
"Hilton High School","NY","https://www.hilton.k12.ny.us/files/filesystem/Code%20of%20Conduct%20(Final%20Edit).pdf","respect/disrespect"," STUDENT DRESS CODE (NYS Education Law s/s2801 (2) (a)) All students are expected to give proper attention to personal cleanliness and to dress for school and school functions in a manner that is in line with the Principles of the Hilton community regarding respect for self and others."
"Hilton High School","NY","https://www.hilton.k12.ny.us/files/filesystem/Code%20of%20Conduct%20(Final%20Edit).pdf","respect/disrespect"," Student attire should be a reflection of an atmosphere of mutual respect supported by the district and should not be a distraction to the learning environment."
"Bay Shore Senior High School","NY","https://www.bayshoreschools.org/files/filesystem/english%20code%2018-19.pdf","respect/disrespect"," We have established these standards to create an atmosphere of selfrespect and respect for others."
"Bourne High School","MA","http://www.bourneps.org/userfiles/279/my%20files/handbooks/bhs%20student%20handbook%202018.2019%20(1).pdf?id=2315","respect/disrespect"," We encourage students to dress in a neat and respectful manner that reflects the BPS core values: Be Safe, Be Responsible, Be Respectful."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","respect/disrespect"," Students manner of dress should not draw attention to themselves and should reflect a sensitivity to and respect for others."
"Fairview High School","PA","http://www.fairviewschools.org/UserFiles/Servers/Server_1466413/File/Fairview%20High%20School/Student%20Handbook/2018-2019%20Student%20Handbook.pdf","respect/disrespect","Our district vision seeks to develop, among other things, students who embrace diversity, are honest, respectful, and mindful of the needs of others."
"Fairview High School","PA","http://www.fairviewschools.org/UserFiles/Servers/Server_1466413/File/Fairview%20High%20School/Student%20Handbook/2018-2019%20Student%20Handbook.pdf","respect/disrespect"," All of this requires students to respect both themselves and others."
"Anacortes High School","WA","http://ahs.asd103.org/UserFiles/Servers/Server_263971/Image/AHS%20Student%20Handbook%202018-19%20.pdf","respect/disrespect"," These standards are based on respect for one another and the need to establish a safe, orderly, caring, and business-like learning environment."
"Conval Regional High School","NH","https://docs.google.com/spreadsheets/d/1PJejlAKj2rgcygF7WLZkkWmhN4PidN2aqhjaW2jg8rU/edit#gid=1164736096","respect/disrespect","ConVal High School expects all students to act and to dress in a respectful and appropriate manner that is conducive to the academic environment."
"Red Hook Senior High School","NY","https://www.redhookcentralschools.org/cms/lib/NY01000233/Centricity/Domain/458/WEB%202018-2019%20RHHS%20Student%20Handbook.pdf","respect/disrespect"," We believe that a neat appearance signals both a sense of personal dignity as well as a respect for our community of learners."
"Red Hook Senior High School","NY","https://www.redhookcentralschools.org/cms/lib/NY01000233/Centricity/Domain/458/WEB%202018-2019%20RHHS%20Student%20Handbook.pdf","respect/disrespect"," Every effort will be made to handle perceived dress code violations in a consistent, discrete and respectful manner."
